ts_ms,sta,status_code,latency_ms,ap,rssi_dbm
1772910849640,sta2,200,6.285,02:00:00:00:02:00,-64.0
1772910849776,sta2,200,5.917,02:00:00:00:02:00,-64.0
1772910849912,sta2,200,7.557,02:00:00:00:02:00,-64.0
1772910850051,sta2,200,5.229,02:00:00:00:02:00,-64.0
1772910850186,sta2,200,7.434,02:00:00:00:02:00,-64.0
1772910850323,sta2,200,5.177,02:00:00:00:02:00,-64.0
1772910850460,sta2,200,3.834,02:00:00:00:02:00,-64.0
1772910850593,sta2,200,6.312,02:00:00:00:02:00,-64.0
1772910850727,sta2,200,6.306,02:00:00:00:02:00,-64.0
1772910850866,sta2,200,6.726,02:00:00:00:02:00,-64.0
1772910851002,sta2,200,7.25,02:00:00:00:02:00,-64.0
1772910851139,sta2,200,6.233,02:00:00:00:02:00,-64.0
1772910851274,sta2,200,5.357,02:00:00:00:02:00,-64.0
1772910851410,sta2,200,5.75,02:00:00:00:02:00,-64.0
1772910851545,sta2,200,6.45,02:00:00:00:02:00,-64.0
1772910851681,sta2,200,7.174,02:00:00:00:02:00,-64.0
1772910851819,sta2,200,6.835,02:00:00:00:02:00,-64.0
1772910851956,sta2,200,7.395,02:00:00:00:02:00,-64.0
1772910852093,sta2,200,7.446,02:00:00:00:02:00,-64.0
1772910852232,sta2,200,5.904,02:00:00:00:02:00,-64.0
1772910852369,sta2,200,4.73,02:00:00:00:02:00,-64.0
1772910852503,sta2,200,5.776,02:00:00:00:02:00,-64.0
1772910852638,sta2,200,6.779,02:00:00:00:02:00,-64.0
1772910852776,sta2,200,6.222,02:00:00:00:02:00,-64.0
1772910852912,sta2,200,8.352,02:00:00:00:02:00,-64.0
1772910853052,sta2,200,6.48,02:00:00:00:02:00,-64.0
1772910853192,sta2,200,8.147,02:00:00:00:02:00,-64.0
1772910853329,sta2,200,7.202,02:00:00:00:02:00,-64.0
1772910853467,sta2,200,7.126,02:00:00:00:02:00,-64.0
1772910853605,sta2,200,5.307,02:00:00:00:02:00,-64.0
1772910853741,sta2,200,6.351,02:00:00:00:02:00,-64.0
1772910853879,sta2,200,5.207,02:00:00:00:02:00,-64.0
1772910854014,sta2,200,4.892,02:00:00:00:02:00,-64.0
1772910854146,sta2,200,8.407,02:00:00:00:02:00,-64.0
1772910854286,sta2,200,7.187,02:00:00:00:02:00,-64.0
1772910854425,sta2,200,8.846,02:00:00:00:02:00,-64.0
1772910854566,sta2,200,5.854,02:00:00:00:02:00,-64.0
1772910854705,sta2,200,5.425,02:00:00:00:02:00,-64.0
1772910854840,sta2,200,7.577,02:00:00:00:02:00,-64.0
1772910854978,sta2,200,5.444,02:00:00:00:02:00,-64.0
1772910855113,sta2,200,6.277,02:00:00:00:02:00,-64.0
1772910855248,sta2,200,7.703,02:00:00:00:02:00,-64.0
1772910855386,sta2,200,5.853,02:00:00:00:02:00,-64.0
