ts_ms,sta,ap,rssi_dbm
1772915823753,sta1,02:00:00:00:02:00,-39
1772915823753,sta2,02:00:00:00:02:00,-64
1772915824773,sta1,02:00:00:00:02:00,-39
1772915824773,sta2,02:00:00:00:02:00,-64
1772915825778,sta1,02:00:00:00:02:00,-39
1772915825778,sta2,02:00:00:00:02:00,-64
1772915826785,sta1,02:00:00:00:02:00,-39
1772915826785,sta2,02:00:00:00:02:00,-64
1772915827791,sta1,02:00:00:00:02:00,-39
1772915827791,sta2,02:00:00:00:02:00,-64
1772915828797,sta1,02:00:00:00:02:00,-39
1772915828797,sta2,02:00:00:00:02:00,-64
1772915829808,sta1,02:00:00:00:02:00,-39
1772915829808,sta2,02:00:00:00:02:00,-64
1772915830815,sta1,02:00:00:00:02:00,-39
1772915830815,sta2,02:00:00:00:02:00,-64
1772915831822,sta1,02:00:00:00:02:00,-39
1772915831822,sta2,02:00:00:00:02:00,-64
1772915832829,sta1,02:00:00:00:02:00,-39
1772915832829,sta2,02:00:00:00:02:00,-64
1772915833835,sta1,02:00:00:00:02:00,-39
1772915833835,sta2,02:00:00:00:02:00,-64
1772915834858,sta1,02:00:00:00:02:00,-39
1772915834858,sta2,02:00:00:00:02:00,-64
1772915835865,sta1,02:00:00:00:02:00,-39
1772915835865,sta2,02:00:00:00:02:00,-64
1772915836872,sta1,02:00:00:00:02:00,-39
1772915836872,sta2,02:00:00:00:02:00,-64
1772915837894,sta1,02:00:00:00:02:00,-39
1772915837894,sta2,02:00:00:00:02:00,-64
1772915838901,sta1,02:00:00:00:02:00,-39
1772915838901,sta2,02:00:00:00:02:00,-64
1772915839908,sta1,02:00:00:00:02:00,-39
1772915839908,sta2,02:00:00:00:02:00,-64
1772915840926,sta1,02:00:00:00:02:00,-39
1772915840926,sta2,02:00:00:00:02:00,-64
1772915841935,sta1,02:00:00:00:02:00,-39
1772915841935,sta2,02:00:00:00:02:00,-64
1772915842943,sta1,02:00:00:00:02:00,-39
1772915842943,sta2,02:00:00:00:02:00,-64
1772915843951,sta1,02:00:00:00:02:00,-39
1772915843951,sta2,02:00:00:00:02:00,-64
1772915844958,sta1,02:00:00:00:02:00,-39
1772915844958,sta2,02:00:00:00:02:00,-64
1772915845965,sta1,02:00:00:00:02:00,-39
1772915845965,sta2,02:00:00:00:02:00,-64
1772915846971,sta1,02:00:00:00:02:00,-39
1772915846971,sta2,02:00:00:00:02:00,-64
1772915847978,sta1,02:00:00:00:02:00,-39
1772915847978,sta2,02:00:00:00:02:00,-64
1772915848987,sta1,02:00:00:00:02:00,-39
1772915848987,sta2,02:00:00:00:02:00,-64
1772915849993,sta1,02:00:00:00:02:00,-39
1772915849993,sta2,02:00:00:00:02:00,-64
1772915851000,sta1,02:00:00:00:02:00,-39
1772915851000,sta2,02:00:00:00:02:00,-64
1772915852006,sta1,02:00:00:00:02:00,-39
1772915852006,sta2,02:00:00:00:02:00,-64
1772915853027,sta1,02:00:00:00:02:00,-39
1772915853027,sta2,02:00:00:00:02:00,-64
1772915854034,sta1,02:00:00:00:02:00,-39
1772915854034,sta2,02:00:00:00:02:00,-64
1772915855041,sta1,02:00:00:00:02:00,-39
1772915855041,sta2,02:00:00:00:02:00,-64
1772915856049,sta1,02:00:00:00:02:00,-39
1772915856049,sta2,02:00:00:00:02:00,-64
1772915857058,sta1,02:00:00:00:02:00,-39
1772915857058,sta2,02:00:00:00:02:00,-64
1772915858064,sta1,02:00:00:00:02:00,-39
1772915858064,sta2,02:00:00:00:02:00,-64
1772915859070,sta1,02:00:00:00:02:00,-39
1772915859070,sta2,02:00:00:00:02:00,-64
1772915860077,sta1,02:00:00:00:02:00,-39
1772915860077,sta2,02:00:00:00:02:00,-64
1772915861084,sta1,02:00:00:00:02:00,-39
1772915861084,sta2,02:00:00:00:02:00,-64
1772915862089,sta1,02:00:00:00:02:00,-39
1772915862089,sta2,02:00:00:00:02:00,-64
1772915863097,sta1,02:00:00:00:02:00,-39
1772915863097,sta2,02:00:00:00:02:00,-64
1772915864105,sta1,02:00:00:00:02:00,-39
1772915864105,sta2,02:00:00:00:02:00,-64
1772915865125,sta1,02:00:00:00:02:00,-39
1772915865125,sta2,02:00:00:00:02:00,-64
1772915866132,sta1,02:00:00:00:02:00,-39
1772915866132,sta2,02:00:00:00:02:00,-64
1772915867139,sta1,02:00:00:00:02:00,-39
1772915867139,sta2,02:00:00:00:02:00,-64
1772915868146,sta1,02:00:00:00:02:00,-39
1772915868146,sta2,02:00:00:00:02:00,-64
1772915869153,sta1,02:00:00:00:02:00,-39
1772915869153,sta2,02:00:00:00:02:00,-64
1772915870159,sta1,02:00:00:00:02:00,-39
1772915870159,sta2,02:00:00:00:02:00,-64
1772915871165,sta1,02:00:00:00:02:00,-39
1772915871165,sta2,02:00:00:00:02:00,-64
1772915872173,sta1,02:00:00:00:02:00,-39
1772915872173,sta2,02:00:00:00:02:00,-64
1772915873180,sta1,02:00:00:00:02:00,-39
1772915873180,sta2,02:00:00:00:02:00,-64
1772915874187,sta1,02:00:00:00:02:00,-39
1772915874187,sta2,02:00:00:00:02:00,-64
1772915875194,sta1,02:00:00:00:02:00,-39
1772915875194,sta2,02:00:00:00:02:00,-64
1772915876209,sta1,02:00:00:00:02:00,-39
