ts_ms,sta,ap,rssi_dbm
1772650681009,sta1,ap1,-36
1772650681027,sta2,ap1,-36
1772650682033,sta1,ap1,-36
1772650682036,sta2,ap1,-36
1772650683041,sta1,ap1,-36
1772650683044,sta2,ap1,-36
1772650684054,sta1,ap1,-36
1772650684057,sta2,ap1,-36
1772650685070,sta1,ap1,-36
1772650685087,sta2,ap1,-36
1772650686115,sta1,ap1,-36
1772650686117,sta2,ap1,-36
1772650687122,sta1,ap1,-36
1772650687125,sta2,ap1,-36
1772650688130,sta1,ap1,-36
1772650688133,sta2,ap1,-36
1772650689138,sta1,ap1,-36
1772650689162,sta2,ap1,-36
1772650690165,sta1,ap1,-36
1772650690167,sta2,ap1,-36
1772650691170,sta1,ap1,-36
1772650691178,sta2,ap1,-36
1772650692559,sta1,ap1,-36
1772650692562,sta2,ap1,-36
1772650693565,sta1,ap1,-36
1772650693584,sta2,ap1,-36
1772650694588,sta1,ap1,-36
1772650694591,sta2,ap1,-36
1772650695596,sta1,ap1,-36
1772650695599,sta2,ap1,-36
1772650696616,sta1,ap1,-36
1772650696619,sta2,ap1,-36
1772650697625,sta1,ap1,-36
1772650697628,sta2,ap1,-36
1772650698634,sta1,ap1,-36
1772650698637,sta2,ap1,-36
1772650699642,sta1,ap1,-36
1772650699646,sta2,ap1,-36
1772650700652,sta1,ap1,-36
1772650700656,sta2,ap1,-36
1772650701662,sta1,ap1,-36
1772650701665,sta2,ap1,-36
1772650702671,sta1,ap1,-36
1772650702675,sta2,ap1,-36
1772650703681,sta1,ap1,-36
1772650703685,sta2,ap1,-36
1772650704691,sta1,ap1,-36
1772650704694,sta2,ap1,-36
1772650705699,sta1,ap1,-36
1772650705702,sta2,ap1,-36
1772650706708,sta1,ap1,-36
1772650706711,sta2,ap1,-36
