ts_ms,sta,ap,rssi_dbm
1772648643056,sta1,ap1,-36
1772648643073,sta2,ap1,-36
1772648644077,sta1,ap1,-36
1772648644080,sta2,ap1,-36
1772648645084,sta1,ap1,-36
1772648645087,sta2,ap1,-36
1772648646092,sta1,ap1,-36
1772648646094,sta2,ap1,-36
1772648647123,sta1,ap1,-36
1772648647126,sta2,ap1,-36
1772648648131,sta1,ap1,-36
1772648648134,sta2,ap1,-36
1772648649147,sta1,ap1,-36
1772648649150,sta2,ap1,-36
1772648650154,sta1,ap1,-36
1772648650157,sta2,ap1,-36
1772648651160,sta1,ap1,-36
1772648651168,sta2,ap1,-36
1772648652172,sta1,ap1,-36
1772648652176,sta2,ap1,-36
1772648656193,sta1,,
1772648657281,sta2,,
1772648659329,sta1,,
1772648660417,sta2,,
1772648662463,sta1,,
1772648663551,sta2,,
1772648665601,sta1,,
1772648666689,sta2,,
1772648668735,sta1,,
1772648669823,sta2,,
1772648671872,sta1,,
1772648672961,sta2,,
1772648675007,sta1,,
1772648676098,sta2,,
1772648678145,sta1,,
1772648679233,sta2,,
1772648681281,sta1,,
1772648682367,sta2,,
1772648684418,sta1,,
1772648685505,sta2,,
1772648687552,sta1,,
1772648688639,sta2,,
1772648690687,sta1,,
1772648691775,sta2,,
1772648693825,sta1,,
1772648694911,sta2,,
