ts_ms,sta,ap,rssi_dbm
1772749278127,sta1,,
1772749278127,sta2,,
1772749279128,sta1,,
1772749279128,sta2,,
1772749280128,sta1,,
1772749280128,sta2,,
1772749281128,sta1,,
1772749281128,sta2,,
1772749282128,sta1,,
1772749282128,sta2,,
1772749283129,sta1,,
1772749283129,sta2,,
1772749284129,sta1,,
1772749284129,sta2,,
1772749285129,sta1,,
1772749285129,sta2,,
1772749286130,sta1,,
1772749286130,sta2,,
1772749287130,sta1,,
1772749287130,sta2,,
1772749288130,sta1,,
1772749288130,sta2,,
1772749289131,sta1,,
1772749289131,sta2,,
1772749290131,sta1,,
1772749290131,sta2,,
1772749291131,sta1,,
1772749291131,sta2,,
1772749292131,sta1,,
1772749292131,sta2,,
1772749293132,sta1,,
1772749293132,sta2,,
1772749294132,sta1,,
1772749294132,sta2,,
1772749295132,sta1,,
1772749295132,sta2,,
1772749296133,sta1,,
1772749296133,sta2,,
1772749297134,sta1,,
1772749297134,sta2,,
1772749298134,sta1,,
1772749298134,sta2,,
1772749299134,sta1,,
1772749299134,sta2,,
1772749300134,sta1,,
1772749300134,sta2,,
1772749301135,sta1,,
1772749301135,sta2,,
1772749302135,sta1,,
1772749302135,sta2,,
1772749303135,sta1,,
1772749303135,sta2,,
1772749304135,sta1,,
1772749304135,sta2,,
1772749305136,sta1,,
1772749305136,sta2,,
1772749306136,sta1,,
1772749306136,sta2,,
1772749307136,sta1,,
1772749307136,sta2,,
1772749308136,sta1,,
1772749308136,sta2,,
1772749309137,sta1,,
1772749309137,sta2,,
1772749310137,sta1,,
1772749310137,sta2,,
1772749311137,sta1,,
1772749311137,sta2,,
1772749312138,sta1,,
1772749312138,sta2,,
1772749313138,sta1,,
1772749313138,sta2,,
1772749314138,sta1,,
1772749314138,sta2,,
1772749315139,sta1,,
1772749315139,sta2,,
1772749316139,sta1,,
1772749316139,sta2,,
1772749317139,sta1,,
1772749317139,sta2,,
1772749318140,sta1,,
1772749318140,sta2,,
1772749319140,sta1,,
1772749319140,sta2,,
1772749320141,sta1,,
1772749320141,sta2,,
1772749321141,sta1,,
1772749321141,sta2,,
1772749322141,sta1,,
1772749322141,sta2,,
1772749323141,sta1,,
1772749323141,sta2,,
1772749324142,sta1,,
1772749324142,sta2,,
1772749325142,sta1,,
1772749325142,sta2,,
1772749326142,sta1,,
1772749326142,sta2,,
1772749327142,sta1,,
1772749327142,sta2,,
1772749328143,sta1,,
1772749328143,sta2,,
1772749329143,sta1,,
1772749329143,sta2,,
1772749330143,sta1,,
1772749330143,sta2,,
1772749331144,sta1,,
1772749331144,sta2,,
1772749332144,sta1,,
1772749332144,sta2,,
1772749333144,sta1,,
1772749333144,sta2,,
1772749334145,sta1,,
1772749334145,sta2,,
1772749335145,sta1,,
1772749335145,sta2,,
1772749336146,sta1,,
1772749336146,sta2,,
1772749337146,sta1,,
1772749337146,sta2,,
1772749338146,sta1,,
1772749338146,sta2,,
1772749339147,sta1,,
1772749339147,sta2,,
1772749340147,sta1,,
1772749340147,sta2,,
1772749341147,sta1,,
1772749341147,sta2,,
1772749342147,sta1,,
1772749342147,sta2,,
1772749343148,sta1,,
1772749343148,sta2,,
1772749344148,sta1,,
1772749344148,sta2,,
1772749345148,sta1,,
1772749345148,sta2,,
1772749346148,sta1,,
1772749346148,sta2,,
1772749347149,sta1,,
1772749347149,sta2,,
1772749348149,sta1,,
1772749348149,sta2,,
1772749349149,sta1,,
1772749349149,sta2,,
1772749350149,sta1,,
1772749350149,sta2,,
1772749351150,sta1,,
1772749351150,sta2,,
1772749352150,sta1,,
1772749352150,sta2,,
1772749353150,sta1,,
1772749353150,sta2,,
1772749354150,sta1,,
1772749354150,sta2,,
1772749355151,sta1,,
1772749355151,sta2,,
1772749356151,sta1,,
1772749356151,sta2,,
1772749357151,sta1,,
1772749357151,sta2,,
1772749358151,sta1,,
1772749358151,sta2,,
1772749359152,sta1,,
1772749359152,sta2,,
1772749360152,sta1,,
1772749360152,sta2,,
1772749361152,sta1,,
1772749361152,sta2,,
1772749362152,sta1,,
1772749362152,sta2,,
1772749363153,sta1,,
1772749363153,sta2,,
1772749364153,sta1,,
1772749364153,sta2,,
1772749365153,sta1,,
1772749365153,sta2,,
1772749366153,sta1,,
1772749366153,sta2,,
1772749367154,sta1,,
1772749367154,sta2,,
1772749368154,sta1,,
1772749368154,sta2,,
1772749369154,sta1,,
1772749369154,sta2,,
1772749370154,sta1,,
1772749370154,sta2,,
1772749371155,sta1,,
1772749371155,sta2,,
1772749372155,sta1,,
1772749372155,sta2,,
1772749373155,sta1,,
1772749373155,sta2,,
1772749374155,sta1,,
1772749374155,sta2,,
1772749375156,sta1,,
1772749375156,sta2,,
1772749376156,sta1,,
1772749376156,sta2,,
1772749377156,sta1,,
1772749377156,sta2,,
1772749378157,sta1,,
1772749378157,sta2,,
1772749379157,sta1,,
1772749379157,sta2,,
1772749380157,sta1,,
1772749380157,sta2,,
1772749381158,sta1,,
1772749381158,sta2,,
1772749382158,sta1,,
1772749382158,sta2,,
1772749383158,sta1,,
1772749383158,sta2,,
1772749384159,sta1,,
1772749384159,sta2,,
1772749385159,sta1,,
1772749385159,sta2,,
1772749386159,sta1,,
1772749386159,sta2,,
1772749387159,sta1,,
1772749387159,sta2,,
1772749388160,sta1,,
1772749388160,sta2,,
1772749389160,sta1,,
1772749389160,sta2,,
1772749390160,sta1,,
1772749390160,sta2,,
1772749391160,sta1,,
1772749391160,sta2,,
1772749392162,sta1,,
1772749392162,sta2,,
1772749393162,sta1,,
1772749393162,sta2,,
1772749394162,sta1,,
1772749394162,sta2,,
1772749395163,sta1,,
1772749395163,sta2,,
1772749396163,sta1,,
1772749396163,sta2,,
1772749397163,sta1,,
1772749397163,sta2,,
1772749398163,sta1,,
1772749398163,sta2,,
1772749399164,sta1,,
1772749399164,sta2,,
1772749400164,sta1,,
1772749400164,sta2,,
1772749401164,sta1,,
1772749401164,sta2,,
1772749402164,sta1,,
1772749402164,sta2,,
1772749403164,sta1,,
1772749403164,sta2,,
1772749404165,sta1,,
1772749404165,sta2,,
1772749405165,sta1,,
1772749405165,sta2,,
1772749406165,sta1,,
1772749406165,sta2,,
1772749407166,sta1,,
1772749407166,sta2,,
1772749408166,sta1,,
1772749408166,sta2,,
1772749409166,sta1,,
1772749409166,sta2,,
1772749410167,sta1,,
1772749410167,sta2,,
1772749411167,sta1,,
1772749411167,sta2,,
1772749412167,sta1,,
1772749412167,sta2,,
1772749413168,sta1,,
1772749413168,sta2,,
1772749414168,sta1,,
1772749414168,sta2,,
1772749415168,sta1,,
1772749415168,sta2,,
1772749416168,sta1,,
1772749416168,sta2,,
1772749417169,sta1,,
1772749417169,sta2,,
1772749418169,sta1,,
1772749418169,sta2,,
1772749419169,sta1,,
1772749419169,sta2,,
1772749420170,sta1,,
1772749420170,sta2,,
1772749421170,sta1,,
1772749421170,sta2,,
1772749422170,sta1,,
1772749422170,sta2,,
1772749423171,sta1,,
1772749423171,sta2,,
1772749424171,sta1,,
1772749424171,sta2,,
1772749425171,sta1,,
1772749425171,sta2,,
1772749426171,sta1,,
1772749426171,sta2,,
1772749427172,sta1,,
1772749427172,sta2,,
1772749428172,sta1,,
1772749428172,sta2,,
1772749429172,sta1,,
1772749429172,sta2,,
1772749430173,sta1,,
1772749430173,sta2,,
1772749431173,sta1,,
1772749431173,sta2,,
1772749432173,sta1,,
1772749432173,sta2,,
1772749433174,sta1,,
1772749433174,sta2,,
1772749434174,sta1,,
1772749434174,sta2,,
1772749435175,sta1,,
1772749435175,sta2,,
1772749436175,sta1,,
