ts_ms,sta,ap,rssi_dbm
1772919510324,sta1,02:00:00:00:02:00,-39
1772919510324,sta2,02:00:00:00:02:00,-64
1772919511352,sta1,02:00:00:00:02:00,-39
1772919511352,sta2,02:00:00:00:02:00,-64
1772919512360,sta1,02:00:00:00:02:00,-39
1772919512360,sta2,02:00:00:00:02:00,-64
1772919513367,sta1,02:00:00:00:02:00,-39
1772919513367,sta2,02:00:00:00:02:00,-64
1772919514372,sta1,02:00:00:00:02:00,-39
1772919514372,sta2,02:00:00:00:02:00,-64
1772919515378,sta1,02:00:00:00:02:00,-39
1772919515378,sta2,02:00:00:00:02:00,-64
1772919516384,sta1,02:00:00:00:02:00,-39
1772919516384,sta2,02:00:00:00:02:00,-64
1772919517395,sta1,02:00:00:00:02:00,-39
1772919517395,sta2,02:00:00:00:02:00,-64
1772919518402,sta1,02:00:00:00:02:00,-39
1772919518402,sta2,02:00:00:00:02:00,-64
1772919519409,sta1,02:00:00:00:02:00,-39
1772919519409,sta2,02:00:00:00:02:00,-64
1772919520415,sta1,02:00:00:00:02:00,-39
1772919520415,sta2,02:00:00:00:02:00,-64
1772919521422,sta1,02:00:00:00:02:00,-39
1772919521422,sta2,02:00:00:00:02:00,-64
1772919522429,sta1,02:00:00:00:02:00,-39
1772919522429,sta2,02:00:00:00:02:00,-64
1772919523435,sta1,02:00:00:00:02:00,-39
1772919523435,sta2,02:00:00:00:02:00,-64
1772919524441,sta1,02:00:00:00:02:00,-39
1772919524441,sta2,02:00:00:00:02:00,-64
1772919525449,sta1,02:00:00:00:02:00,-39
1772919525449,sta2,02:00:00:00:02:00,-64
1772919526455,sta1,02:00:00:00:02:00,-39
1772919526455,sta2,02:00:00:00:02:00,-64
1772919527462,sta1,02:00:00:00:02:00,-39
1772919527462,sta2,02:00:00:00:02:00,-64
1772919528469,sta1,02:00:00:00:02:00,-39
1772919528469,sta2,02:00:00:00:02:00,-64
1772919529476,sta1,02:00:00:00:02:00,-39
1772919529476,sta2,02:00:00:00:02:00,-64
1772919530484,sta1,02:00:00:00:02:00,-39
1772919530484,sta2,02:00:00:00:02:00,-64
1772919531502,sta1,02:00:00:00:02:00,-39
1772919531502,sta2,02:00:00:00:02:00,-64
1772919532509,sta1,02:00:00:00:02:00,-39
1772919532509,sta2,02:00:00:00:02:00,-64
1772919533516,sta1,02:00:00:00:02:00,-39
1772919533516,sta2,02:00:00:00:02:00,-64
1772919534522,sta1,02:00:00:00:02:00,-39
1772919534522,sta2,02:00:00:00:02:00,-64
1772919535529,sta1,02:00:00:00:02:00,-39
1772919535529,sta2,02:00:00:00:02:00,-64
