ts_ms,sta,ap,rssi_dbm
1772751784665,sta1,,
1772751784665,sta2,,
1772751785666,sta1,,
1772751785666,sta2,,
1772751786666,sta1,,
1772751786666,sta2,,
1772751787666,sta1,,
1772751787666,sta2,,
1772751788667,sta1,,
1772751788667,sta2,,
1772751789667,sta1,,
1772751789667,sta2,,
1772751790667,sta1,,
1772751790667,sta2,,
1772751791668,sta1,,
1772751791668,sta2,,
1772751792668,sta1,,
1772751792668,sta2,,
1772751793668,sta1,,
1772751793668,sta2,,
1772751794668,sta1,,
1772751794668,sta2,,
1772751795668,sta1,,
1772751795668,sta2,,
1772751796669,sta1,,
1772751796669,sta2,,
1772751797669,sta1,,
1772751797669,sta2,,
1772751798669,sta1,,
1772751798669,sta2,,
1772751799669,sta1,,
1772751799669,sta2,,
1772751800670,sta1,,
1772751800670,sta2,,
1772751801670,sta1,,
1772751801670,sta2,,
1772751802671,sta1,,
1772751802671,sta2,,
1772751803671,sta1,,
1772751803671,sta2,,
1772751804671,sta1,,
1772751804671,sta2,,
1772751805672,sta1,,
1772751805672,sta2,,
1772751806672,sta1,,
1772751806672,sta2,,
1772751807672,sta1,,
1772751807672,sta2,,
1772751808672,sta1,,
1772751808672,sta2,,
1772751809673,sta1,,
1772751809673,sta2,,
1772751810673,sta1,,
1772751810673,sta2,,
1772751811673,sta1,,
1772751811673,sta2,,
1772751812673,sta1,,
1772751812673,sta2,,
1772751813674,sta1,,
1772751813674,sta2,,
1772751814674,sta1,,
1772751814674,sta2,,
1772751815674,sta1,,
1772751815674,sta2,,
1772751816674,sta1,,
1772751816674,sta2,,
