ts_ms,sta,ap,rssi_dbm
1772647048163,sta1,ap1,-36
1772647048181,sta2,ap1,-36
1772647049187,sta1,ap1,-36
1772647049189,sta2,ap1,-36
1772647050195,sta1,ap1,-36
1772647050199,sta2,ap1,-36
