ts_ms,sta,ap,rssi_dbm
1772915037042,sta1,02:00:00:00:02:00,-39
1772915037042,sta2,02:00:00:00:02:00,-64
1772915038064,sta1,02:00:00:00:02:00,-39
1772915038064,sta2,02:00:00:00:02:00,-64
1772915039071,sta1,02:00:00:00:02:00,-39
1772915039071,sta2,02:00:00:00:02:00,-64
1772915040078,sta1,02:00:00:00:02:00,-39
1772915040078,sta2,02:00:00:00:02:00,-64
1772915041082,sta1,02:00:00:00:02:00,-39
1772915041082,sta2,02:00:00:00:02:00,-64
1772915042090,sta1,02:00:00:00:02:00,-39
1772915042090,sta2,02:00:00:00:02:00,-64
1772915043097,sta1,02:00:00:00:02:00,-39
1772915043097,sta2,02:00:00:00:02:00,-64
1772915044101,sta1,02:00:00:00:02:00,-39
1772915044101,sta2,02:00:00:00:02:00,-64
1772915045107,sta1,02:00:00:00:02:00,-39
1772915045107,sta2,02:00:00:00:02:00,-64
1772915046132,sta1,02:00:00:00:02:00,-39
1772915046132,sta2,02:00:00:00:02:00,-64
1772915047139,sta1,02:00:00:00:02:00,-39
1772915047139,sta2,02:00:00:00:02:00,-64
1772915048146,sta1,02:00:00:00:02:00,-39
1772915048146,sta2,02:00:00:00:02:00,-64
1772915049152,sta1,02:00:00:00:02:00,-39
1772915049152,sta2,02:00:00:00:02:00,-64
1772915050159,sta1,02:00:00:00:02:00,-39
1772915050159,sta2,02:00:00:00:02:00,-64
1772915051166,sta1,02:00:00:00:02:00,-39
1772915051166,sta2,02:00:00:00:02:00,-64
1772915052169,sta1,02:00:00:00:02:00,-39
1772915052169,sta2,02:00:00:00:02:00,-64
1772915053174,sta1,02:00:00:00:02:00,-39
1772915053174,sta2,02:00:00:00:02:00,-64
1772915054180,sta1,02:00:00:00:02:00,-39
1772915054180,sta2,02:00:00:00:02:00,-64
1772915055183,sta1,02:00:00:00:02:00,-39
1772915055183,sta2,02:00:00:00:02:00,-64
1772915056190,sta1,02:00:00:00:02:00,-39
1772915056190,sta2,02:00:00:00:02:00,-64
1772915057194,sta1,02:00:00:00:02:00,-39
1772915057194,sta2,02:00:00:00:02:00,-64
1772915058199,sta1,02:00:00:00:02:00,-39
1772915058199,sta2,02:00:00:00:02:00,-64
1772915059203,sta1,02:00:00:00:02:00,-39
1772915059203,sta2,02:00:00:00:02:00,-64
1772915060206,sta1,02:00:00:00:02:00,-39
1772915060206,sta2,02:00:00:00:02:00,-64
1772915061209,sta1,02:00:00:00:02:00,-39
1772915061209,sta2,02:00:00:00:02:00,-64
1772915062214,sta1,02:00:00:00:02:00,-39
1772915062214,sta2,02:00:00:00:02:00,-64
1772915063219,sta1,02:00:00:00:02:00,-39
1772915063219,sta2,02:00:00:00:02:00,-64
1772915064225,sta1,02:00:00:00:02:00,-39
1772915064225,sta2,02:00:00:00:02:00,-64
1772915065231,sta1,02:00:00:00:02:00,-39
1772915065231,sta2,02:00:00:00:02:00,-64
1772915066235,sta1,02:00:00:00:02:00,-39
1772915066235,sta2,02:00:00:00:02:00,-64
1772915067241,sta1,02:00:00:00:02:00,-39
1772915067241,sta2,02:00:00:00:02:00,-64
1772915068258,sta1,02:00:00:00:02:00,-39
1772915068258,sta2,02:00:00:00:02:00,-64
1772915069264,sta1,02:00:00:00:02:00,-39
1772915069264,sta2,02:00:00:00:02:00,-64
1772915070272,sta1,02:00:00:00:02:00,-39
1772915070272,sta2,02:00:00:00:02:00,-64
1772915071275,sta1,02:00:00:00:02:00,-39
1772915071275,sta2,02:00:00:00:02:00,-64
1772915072278,sta1,02:00:00:00:02:00,-39
1772915072278,sta2,02:00:00:00:02:00,-64
1772915073281,sta1,02:00:00:00:02:00,-39
1772915073281,sta2,02:00:00:00:02:00,-64
1772915074288,sta1,,
1772915074288,sta2,,
1772915077991,sta1,,
1772915077991,sta2,,
1772915079002,sta1,,
1772915079002,sta2,,
1772915080011,sta1,,
1772915080011,sta2,,
