ts_ms,sta,ap,rssi_dbm
1772918761372,sta1,02:00:00:00:02:00,-39
1772918761372,sta2,02:00:00:00:02:00,-64
1772918762394,sta1,02:00:00:00:02:00,-39
1772918762394,sta2,02:00:00:00:02:00,-64
1772918763401,sta1,02:00:00:00:02:00,-39
1772918763401,sta2,02:00:00:00:02:00,-64
1772918764408,sta1,02:00:00:00:02:00,-39
1772918764408,sta2,02:00:00:00:02:00,-64
1772918765414,sta1,02:00:00:00:02:00,-39
1772918765414,sta2,02:00:00:00:02:00,-64
1772918766421,sta1,02:00:00:00:02:00,-39
1772918766421,sta2,02:00:00:00:02:00,-64
1772918767428,sta1,02:00:00:00:02:00,-39
1772918767428,sta2,02:00:00:00:02:00,-64
1772918768435,sta1,02:00:00:00:02:00,-39
1772918768435,sta2,02:00:00:00:02:00,-64
1772918769442,sta1,02:00:00:00:02:00,-39
1772918769442,sta2,02:00:00:00:02:00,-64
1772918770450,sta1,02:00:00:00:02:00,-39
1772918770450,sta2,02:00:00:00:02:00,-64
1772918771458,sta1,02:00:00:00:02:00,-39
1772918771458,sta2,02:00:00:00:02:00,-64
1772918772464,sta1,02:00:00:00:02:00,-39
1772918772464,sta2,02:00:00:00:02:00,-64
1772918773467,sta1,02:00:00:00:02:00,-39
1772918773467,sta2,02:00:00:00:02:00,-64
1772918774470,sta1,02:00:00:00:02:00,-39
1772918774470,sta2,02:00:00:00:02:00,-64
1772918775477,sta1,02:00:00:00:02:00,-39
1772918775477,sta2,02:00:00:00:02:00,-64
1772918776499,sta1,02:00:00:00:02:00,-39
1772918776499,sta2,02:00:00:00:02:00,-64
1772918777506,sta1,02:00:00:00:02:00,-39
1772918777506,sta2,02:00:00:00:02:00,-64
1772918778513,sta1,02:00:00:00:02:00,-39
1772918778513,sta2,02:00:00:00:02:00,-64
1772918779518,sta1,02:00:00:00:02:00,-39
1772918779518,sta2,02:00:00:00:02:00,-64
1772918780524,sta1,02:00:00:00:02:00,-39
1772918780524,sta2,02:00:00:00:02:00,-64
1772918781530,sta1,02:00:00:00:02:00,-39
1772918781530,sta2,02:00:00:00:02:00,-64
1772918782543,sta1,02:00:00:00:02:00,-39
1772918782543,sta2,02:00:00:00:02:00,-64
1772918783549,sta1,02:00:00:00:02:00,-39
1772918783549,sta2,02:00:00:00:02:00,-64
1772918784556,sta1,02:00:00:00:02:00,-39
1772918784556,sta2,02:00:00:00:02:00,-64
