ts_ms,sta,ap,rssi_dbm
1772651165668,sta1,ap1,-36
1772651165688,sta2,ap1,-36
1772651166693,sta1,ap1,-36
1772651166696,sta2,ap1,-36
1772651167700,sta1,ap1,-36
1772651167704,sta2,ap1,-36
1772651168720,sta1,ap1,-36
1772651168723,sta2,ap1,-36
1772651169728,sta1,ap1,-36
1772651169731,sta2,ap1,-36
1772651170734,sta1,ap1,-36
1772651170737,sta2,ap1,-36
1772651171741,sta1,ap1,-36
1772651171744,sta2,ap1,-36
1772651172749,sta1,ap1,-36
1772651172751,sta2,ap1,-36
1772651173756,sta1,ap1,-36
1772651173759,sta2,ap1,-36
1772651174763,sta1,ap1,-36
1772651174766,sta2,ap1,-36
1772651175769,sta1,ap1,-36
1772651175784,sta2,ap1,-36
1772651176788,sta1,ap1,-36
1772651176791,sta2,ap1,-36
1772651177794,sta1,ap1,-36
1772651177807,sta2,ap1,-36
1772651178811,sta1,ap1,-36
1772651178815,sta2,ap1,-36
1772651179817,sta1,ap1,-36
1772651179835,sta2,ap1,-36
1772651180840,sta1,ap1,-36
1772651180844,sta2,ap1,-36
1772651181850,sta1,ap1,-36
1772651181853,sta2,ap1,-36
1772651182859,sta1,ap1,-36
1772651182863,sta2,ap1,-36
1772651183868,sta1,ap1,-36
1772651183871,sta2,ap1,-36
1772651184877,sta1,ap1,-36
1772651184880,sta2,ap1,-36
1772651185908,sta1,ap1,-36
1772651185911,sta2,ap1,-36
1772651186917,sta1,ap1,-36
1772651186920,sta2,ap1,-36
1772651187926,sta1,ap1,-36
1772651187929,sta2,ap1,-36
1772651188934,sta1,ap1,-36
1772651188937,sta2,ap1,-36
1772651189943,sta1,ap1,-36
1772651189946,sta2,ap1,-36
1772651190975,sta1,ap1,-36
1772651190978,sta2,ap1,-36
1772651191984,sta1,ap1,-36
1772651191987,sta2,ap1,-36
