ts_ms,sta,status_code,latency_ms,ap,rssi_dbm
1772651178577,sta1,200,25.093,ap1,-36
1772651178629,sta2,200,23.023,ap1,-36
1772651178650,sta1,200,22.757,ap1,-36
1772651178704,sta2,200,24.526,ap1,-36
1772651178726,sta1,200,25.116,ap1,-36
1772651178779,sta2,200,24.914,ap1,-36
1772651178800,sta1,200,23.947,ap1,-36
1772651178854,sta2,200,24.477,ap1,-36
1772651178876,sta1,200,25.528,ap1,-36
1772651178929,sta2,200,24.606,ap1,-36
1772651178950,sta1,200,23.687,ap1,-36
1772651179004,sta2,200,24.551,ap1,-36
1772651179025,sta1,200,24.134,ap1,-36
1772651179080,sta2,200,24.869,ap1,-36
1772651179099,sta1,200,24.122,ap1,-36
1772651179154,sta2,200,24.371,ap1,-36
1772651179173,sta1,200,23.099,ap1,-36
1772651179229,sta2,200,24.78,ap1,-36
1772651179249,sta1,200,25.289,ap1,-36
1772651179305,sta2,200,24.622,ap1,-36
1772651179324,sta1,200,24.817,ap1,-36
1772651179379,sta2,200,24.369,ap1,-36
1772651179399,sta1,200,25.026,ap1,-36
1772651179455,sta2,200,24.987,ap1,-36
1772651179475,sta1,200,25.481,ap1,-36
1772651179530,sta2,200,25.022,ap1,-36
1772651179549,sta1,200,23.247,ap1,-36
1772651179604,sta2,200,23.763,ap1,-36
1772651179624,sta1,200,24.816,ap1,-36
1772651179680,sta2,200,24.994,ap1,-36
1772651179699,sta1,200,24.916,ap1,-36
1772651179756,sta2,200,25.845,ap1,-36
1772651179775,sta1,200,25.013,ap1,-36
1772651179832,sta2,200,25.266,ap1,-36
1772651179852,sta1,200,26.407,ap1,-36
1772651179907,sta2,200,24.354,ap1,-36
1772651179926,sta1,200,23.955,ap1,-36
1772651179981,sta2,200,23.329,ap1,-36
1772651180002,sta1,200,24.656,ap1,-36
1772651180055,sta2,200,23.705,ap1,-36
1772651180076,sta1,200,24.396,ap1,-36
1772651180130,sta2,200,25.274,ap1,-36
1772651180151,sta1,200,24.359,ap1,-36
1772651180205,sta2,200,24.405,ap1,-36
1772651180225,sta1,200,23.456,ap1,-36
1772651180281,sta2,200,25.06,ap1,-36
1772651180301,sta1,200,25.786,ap1,-36
