ts_ms,sta,ap,rssi_dbm
1772917536479,sta1,02:00:00:00:02:00,-39
1772917536479,sta2,02:00:00:00:02:00,-64
1772917537501,sta1,02:00:00:00:02:00,-39
1772917537501,sta2,02:00:00:00:02:00,-64
1772917538508,sta1,02:00:00:00:02:00,-39
1772917538508,sta2,02:00:00:00:02:00,-64
1772917539516,sta1,02:00:00:00:02:00,-39
1772917539516,sta2,02:00:00:00:02:00,-64
1772917540535,sta1,02:00:00:00:02:00,-39
1772917540535,sta2,02:00:00:00:02:00,-64
1772917541542,sta1,02:00:00:00:02:00,-39
1772917541542,sta2,02:00:00:00:02:00,-64
1772917542548,sta1,02:00:00:00:02:00,-39
1772917542548,sta2,02:00:00:00:02:00,-64
1772917543555,sta1,02:00:00:00:02:00,-39
1772917543555,sta2,02:00:00:00:02:00,-64
1772917544563,sta1,02:00:00:00:02:00,-39
1772917544563,sta2,02:00:00:00:02:00,-64
1772917545570,sta1,02:00:00:00:02:00,-39
1772917545570,sta2,02:00:00:00:02:00,-64
1772917546576,sta1,02:00:00:00:02:00,-39
1772917546576,sta2,02:00:00:00:02:00,-64
1772917547582,sta1,02:00:00:00:02:00,-39
1772917547582,sta2,02:00:00:00:02:00,-64
1772917548591,sta1,02:00:00:00:02:00,-39
1772917548591,sta2,02:00:00:00:02:00,-64
1772917549610,sta1,02:00:00:00:02:00,-39
1772917549610,sta2,02:00:00:00:02:00,-64
1772917550618,sta1,02:00:00:00:02:00,-39
1772917550618,sta2,02:00:00:00:02:00,-64
1772917551626,sta1,02:00:00:00:02:00,-39
1772917551626,sta2,02:00:00:00:02:00,-64
1772917552633,sta1,02:00:00:00:02:00,-39
1772917552633,sta2,02:00:00:00:02:00,-64
1772917553641,sta1,02:00:00:00:02:00,-39
1772917553641,sta2,02:00:00:00:02:00,-64
1772917554649,sta1,02:00:00:00:02:00,-39
1772917554649,sta2,02:00:00:00:02:00,-64
1772917555656,sta1,02:00:00:00:02:00,-39
1772917555656,sta2,02:00:00:00:02:00,-64
1772917556663,sta1,02:00:00:00:02:00,-39
1772917556663,sta2,02:00:00:00:02:00,-64
1772917557672,sta1,02:00:00:00:02:00,-39
1772917557672,sta2,02:00:00:00:02:00,-64
1772917558678,sta1,02:00:00:00:02:00,-39
1772917558678,sta2,02:00:00:00:02:00,-64
1772917559684,sta1,02:00:00:00:02:00,-39
1772917559684,sta2,02:00:00:00:02:00,-64
1772917560693,sta1,02:00:00:00:02:00,-39
1772917560693,sta2,02:00:00:00:02:00,-64
1772917561700,sta1,02:00:00:00:02:00,-39
1772917561700,sta2,02:00:00:00:02:00,-64
1772917562709,sta1,02:00:00:00:02:00,-39
1772917562709,sta2,02:00:00:00:02:00,-64
1772917563730,sta1,02:00:00:00:02:00,-39
1772917563730,sta2,02:00:00:00:02:00,-64
1772917564736,sta1,02:00:00:00:02:00,-39
1772917564736,sta2,02:00:00:00:02:00,-64
1772917565742,sta1,02:00:00:00:02:00,-39
1772917565742,sta2,02:00:00:00:02:00,-64
1772917566765,sta1,02:00:00:00:02:00,-39
1772917566765,sta2,02:00:00:00:02:00,-64
1772917567772,sta1,02:00:00:00:02:00,-39
1772917567772,sta2,02:00:00:00:02:00,-64
1772917568780,sta1,02:00:00:00:02:00,-39
1772917568780,sta2,02:00:00:00:02:00,-64
1772917569788,sta1,02:00:00:00:02:00,-39
1772917569788,sta2,02:00:00:00:02:00,-64
1772917570794,sta1,02:00:00:00:02:00,-39
1772917570794,sta2,02:00:00:00:02:00,-64
1772917571801,sta1,02:00:00:00:02:00,-39
1772917571801,sta2,02:00:00:00:02:00,-64
1772917572806,sta1,02:00:00:00:02:00,-39
1772917572806,sta2,02:00:00:00:02:00,-64
1772917573813,sta1,02:00:00:00:02:00,-39
1772917573813,sta2,02:00:00:00:02:00,-64
1772917574821,sta1,02:00:00:00:02:00,-39
1772917574821,sta2,02:00:00:00:02:00,-64
1772917575827,sta1,02:00:00:00:02:00,-39
1772917575827,sta2,02:00:00:00:02:00,-64
1772917576833,sta1,02:00:00:00:02:00,-39
1772917576833,sta2,02:00:00:00:02:00,-64
1772917577841,sta1,02:00:00:00:02:00,-39
1772917577841,sta2,02:00:00:00:02:00,-64
1772917578849,sta1,02:00:00:00:02:00,-39
1772917578849,sta2,02:00:00:00:02:00,-64
1772917579856,sta1,02:00:00:00:02:00,-39
1772917579856,sta2,02:00:00:00:02:00,-64
1772917580863,sta1,02:00:00:00:02:00,-39
1772917580863,sta2,02:00:00:00:02:00,-64
1772917581868,sta1,02:00:00:00:02:00,-39
1772917581868,sta2,02:00:00:00:02:00,-64
1772917582875,sta1,02:00:00:00:02:00,-39
1772917582875,sta2,02:00:00:00:02:00,-64
1772917583882,sta1,02:00:00:00:02:00,-39
1772917583882,sta2,02:00:00:00:02:00,-64
1772917584902,sta1,02:00:00:00:02:00,-39
1772917584902,sta2,02:00:00:00:02:00,-64
1772917585910,sta1,02:00:00:00:02:00,-39
1772917585910,sta2,02:00:00:00:02:00,-64
1772917586918,sta1,02:00:00:00:02:00,-39
1772917586918,sta2,02:00:00:00:02:00,-64
1772917587924,sta1,02:00:00:00:02:00,-39
1772917587924,sta2,02:00:00:00:02:00,-64
1772917588931,sta1,02:00:00:00:02:00,-39
1772917588931,sta2,02:00:00:00:02:00,-64
1772917589938,sta1,02:00:00:00:02:00,-39
1772917589938,sta2,02:00:00:00:02:00,-64
1772917590949,sta1,02:00:00:00:02:00,-39
1772917590949,sta2,02:00:00:00:02:00,-64
1772917591957,sta1,02:00:00:00:02:00,-39
1772917591957,sta2,02:00:00:00:02:00,-64
1772917592981,sta1,02:00:00:00:02:00,-39
1772917592981,sta2,02:00:00:00:02:00,-64
1772917593989,sta1,02:00:00:00:02:00,-39
1772917593989,sta2,02:00:00:00:02:00,-64
1772917594995,sta1,02:00:00:00:02:00,-39
1772917594995,sta2,02:00:00:00:02:00,-64
1772917596003,sta1,02:00:00:00:02:00,-39
1772917596003,sta2,02:00:00:00:02:00,-64
1772917597010,sta1,02:00:00:00:02:00,-39
1772917597010,sta2,02:00:00:00:02:00,-64
1772917598017,sta1,02:00:00:00:02:00,-39
1772917598017,sta2,02:00:00:00:02:00,-64
1772917599038,sta1,02:00:00:00:02:00,-39
1772917599038,sta2,02:00:00:00:02:00,-64
1772917600044,sta1,02:00:00:00:02:00,-39
1772917600044,sta2,02:00:00:00:02:00,-64
1772917601052,sta1,02:00:00:00:02:00,-39
1772917601052,sta2,02:00:00:00:02:00,-64
1772917602069,sta1,02:00:00:00:02:00,-39
1772917602069,sta2,02:00:00:00:02:00,-64
1772917603076,sta1,02:00:00:00:02:00,-39
1772917603076,sta2,02:00:00:00:02:00,-64
