ts_ms,sta,ap,rssi_dbm
1772914874108,sta1,02:00:00:00:02:00,-39
1772914874108,sta2,02:00:00:00:02:00,-64
1772914875131,sta1,02:00:00:00:02:00,-39
1772914875131,sta2,02:00:00:00:02:00,-64
1772914876139,sta1,02:00:00:00:02:00,-39
1772914876139,sta2,02:00:00:00:02:00,-64
1772914877146,sta1,02:00:00:00:02:00,-39
1772914877146,sta2,02:00:00:00:02:00,-64
1772914878150,sta1,02:00:00:00:02:00,-39
1772914878150,sta2,02:00:00:00:02:00,-64
1772914879157,sta1,02:00:00:00:02:00,-39
1772914879157,sta2,02:00:00:00:02:00,-64
1772914880163,sta1,02:00:00:00:02:00,-39
1772914880163,sta2,02:00:00:00:02:00,-64
1772914881182,sta1,02:00:00:00:02:00,-39
1772914881182,sta2,02:00:00:00:02:00,-64
1772914882190,sta1,02:00:00:00:02:00,-39
1772914882190,sta2,02:00:00:00:02:00,-64
1772914883193,sta1,02:00:00:00:02:00,-39
1772914883193,sta2,02:00:00:00:02:00,-64
1772914884204,sta1,02:00:00:00:02:00,-39
1772914884204,sta2,02:00:00:00:02:00,-64
1772914885209,sta1,02:00:00:00:02:00,-39
1772914885209,sta2,02:00:00:00:02:00,-64
1772914886215,sta1,02:00:00:00:02:00,-39
1772914886215,sta2,02:00:00:00:02:00,-64
1772914887221,sta1,02:00:00:00:02:00,-39
1772914887221,sta2,02:00:00:00:02:00,-64
1772914888228,sta1,02:00:00:00:02:00,-39
1772914888228,sta2,02:00:00:00:02:00,-64
1772914889233,sta1,02:00:00:00:02:00,-39
1772914889233,sta2,02:00:00:00:02:00,-64
1772914890236,sta1,02:00:00:00:02:00,-39
1772914890236,sta2,02:00:00:00:02:00,-64
1772914891242,sta1,02:00:00:00:02:00,-39
1772914891242,sta2,02:00:00:00:02:00,-64
1772914892245,sta1,02:00:00:00:02:00,-39
1772914892245,sta2,02:00:00:00:02:00,-64
1772914893249,sta1,02:00:00:00:02:00,-39
1772914893249,sta2,02:00:00:00:02:00,-64
1772914894255,sta1,02:00:00:00:02:00,-39
1772914894255,sta2,02:00:00:00:02:00,-64
1772914895261,sta1,02:00:00:00:02:00,-39
1772914895261,sta2,02:00:00:00:02:00,-64
1772914896267,sta1,02:00:00:00:02:00,-39
1772914896267,sta2,02:00:00:00:02:00,-64
1772914897273,sta1,02:00:00:00:02:00,-39
1772914897273,sta2,02:00:00:00:02:00,-64
1772914898279,sta1,02:00:00:00:02:00,-39
1772914898279,sta2,02:00:00:00:02:00,-64
1772914899287,sta1,02:00:00:00:02:00,-39
1772914899287,sta2,02:00:00:00:02:00,-64
