ts_ms,sta,ap,rssi_dbm
1772751680483,sta1,,
1772751680483,sta2,,
1772751681483,sta1,,
1772751681483,sta2,,
1772751682484,sta1,,
1772751682484,sta2,,
1772751683484,sta1,,
1772751683484,sta2,,
1772751684484,sta1,,
1772751684484,sta2,,
1772751685484,sta1,,
1772751685484,sta2,,
1772751686485,sta1,,
1772751686485,sta2,,
1772751687485,sta1,,
1772751687485,sta2,,
1772751688485,sta1,,
1772751688485,sta2,,
1772751689485,sta1,,
1772751689485,sta2,,
1772751690486,sta1,,
1772751690486,sta2,,
1772751691486,sta1,,
1772751691486,sta2,,
1772751692487,sta1,,
1772751692487,sta2,,
1772751693487,sta1,,
1772751693487,sta2,,
1772751694487,sta1,,
1772751694487,sta2,,
1772751695487,sta1,,
1772751695487,sta2,,
1772751696487,sta1,,
1772751696487,sta2,,
1772751697488,sta1,,
1772751697488,sta2,,
1772751698488,sta1,,
1772751698488,sta2,,
1772751699488,sta1,,
1772751699488,sta2,,
1772751700488,sta1,,
1772751700488,sta2,,
1772751701489,sta1,,
1772751701489,sta2,,
1772751702489,sta1,,
1772751702489,sta2,,
1772751703490,sta1,,
1772751703490,sta2,,
1772751704490,sta1,,
1772751704490,sta2,,
1772751705490,sta1,,
1772751705490,sta2,,
1772751706490,sta1,,
1772751706490,sta2,,
1772751707490,sta1,,
1772751707490,sta2,,
1772751708491,sta1,,
1772751708491,sta2,,
1772751709491,sta1,,
1772751709491,sta2,,
1772751710491,sta1,,
1772751710491,sta2,,
1772751711492,sta1,,
1772751711492,sta2,,
1772751712492,sta1,,
1772751712492,sta2,,
1772751713492,sta1,,
1772751713492,sta2,,
1772751714492,sta1,,
1772751714492,sta2,,
1772751715492,sta1,,
1772751715492,sta2,,
1772751716493,sta1,,
1772751716493,sta2,,
1772751717493,sta1,,
1772751717493,sta2,,
1772751718493,sta1,,
1772751718493,sta2,,
1772751719493,sta1,,
1772751719493,sta2,,
1772751720494,sta1,,
1772751720494,sta2,,
1772751721494,sta1,,
1772751721494,sta2,,
1772751722494,sta1,,
1772751722494,sta2,,
1772751723495,sta1,,
1772751723495,sta2,,
1772751724495,sta1,,
1772751724495,sta2,,
1772751725495,sta1,,
1772751725495,sta2,,
1772751726495,sta1,,
1772751726495,sta2,,
1772751727496,sta1,,
1772751727496,sta2,,
1772751728496,sta1,,
1772751728496,sta2,,
1772751729496,sta1,,
1772751729496,sta2,,
1772751730497,sta1,,
1772751730497,sta2,,
1772751731497,sta1,,
1772751731497,sta2,,
1772751732497,sta1,,
1772751732497,sta2,,
1772751733498,sta1,,
1772751733498,sta2,,
1772751734498,sta1,,
1772751734498,sta2,,
1772751735498,sta1,,
1772751735498,sta2,,
1772751736499,sta1,,
1772751736499,sta2,,
1772751737499,sta1,,
1772751737499,sta2,,
1772751738499,sta1,,
1772751738499,sta2,,
1772751739500,sta1,,
1772751739500,sta2,,
1772751740500,sta1,,
1772751740500,sta2,,
1772751741500,sta1,,
1772751741500,sta2,,
1772751742500,sta1,,
1772751742500,sta2,,
1772751743501,sta1,,
1772751743501,sta2,,
1772751744501,sta1,,
1772751744501,sta2,,
1772751745501,sta1,,
1772751745501,sta2,,
1772751746502,sta1,,
1772751746502,sta2,,
1772751747502,sta1,,
1772751747502,sta2,,
1772751748502,sta1,,
1772751748502,sta2,,
