ts_ms,sta,status_code,latency_ms
1772650150403,sta2,200,16.481
1772650150406,sta1,200,20.326
1772650150473,sta2,200,19.338
1772650150473,sta1,200,16.125
1772650150542,sta1,200,19.141
1772650150543,sta2,200,19.620
1772650150611,sta1,200,18.489
1772650150611,sta2,200,18.448
1772650150681,sta1,200,18.525
1772650150681,sta2,200,19.330
1772650150749,sta1,200,18.180
1772650150750,sta2,200,18.342
1772650150818,sta1,200,18.420
1772650150819,sta2,200,18.425
1772650150888,sta1,200,19.378
1772650150889,sta2,200,18.915
1772650150957,sta1,200,18.470
1772650150958,sta2,200,18.571
1772650151026,sta1,200,18.073
1772650151026,sta2,200,18.601
1772650151097,sta1,200,19.813
1772650151097,sta2,200,19.803
1772650151165,sta1,200,18.025
1772650151165,sta2,200,18.270
1772650151232,sta2,200,15.840
1772650151233,sta1,200,17.005
1772650151303,sta2,200,20.533
1772650151303,sta1,200,19.808
1772650151371,sta2,200,17.403
1772650151372,sta1,200,18.370
1772650151438,sta1,200,16.060
1772650151439,sta2,200,17.247
1772650151507,sta1,200,18.159
1772650151507,sta2,200,18.224
1772650151577,sta2,200,19.485
1772650151578,sta1,200,19.777
1772650151647,sta1,200,18.648
1772650151647,sta2,200,19.021
1772650151714,sta1,200,16.431
1772650151714,sta2,200,16.507
1772650151782,sta2,200,17.818
1772650151783,sta1,200,18.765
1772650151850,sta1,200,16.720
1772650151850,sta2,200,17.953
1772650151917,sta1,200,16.700
1772650151919,sta2,200,18.058
1772650151984,sta1,200,16.601
1772650151986,sta2,200,16.997
1772650152051,sta1,200,16.534
1772650152054,sta2,200,17.251
1772650152120,sta1,200,17.974
1772650152121,sta2,200,16.569
1772650152188,sta2,200,16.977
1772650152189,sta1,200,18.599
1772650152258,sta1,200,18.592
1772650152258,sta2,200,19.186
1772650152326,sta1,200,17.867
1772650152327,sta2,200,18.771
1772650152395,sta2,200,17.279
1772650152395,sta1,200,18.543
1772650152464,sta1,200,18.898
1772650152464,sta2,200,19.307
1772650152535,sta1,200,20.146
1772650152535,sta2,200,20.399
1772650152603,sta1,200,17.170
1772650152604,sta2,200,17.907
1772650152670,sta1,200,16.737
1772650152671,sta2,200,17.233
1772650152740,sta1,200,19.047
1772650152740,sta2,200,17.944
1772650152807,sta2,200,17.043
1772650152808,sta1,200,17.531
1772650152875,sta1,200,16.880
1772650152875,sta2,200,17.548
1772650152942,sta1,200,16.280
1772650152943,sta2,200,16.989
1772650153009,sta2,200,16.258
1772650153010,sta1,200,17.448
1772650153079,sta2,200,19.701
1772650153080,sta1,200,19.573
1772650153149,sta1,200,19.092
1772650153149,sta2,200,19.488
1772650153218,sta1,200,18.394
1772650153218,sta2,200,18.226
1772650153286,sta2,200,16.765
1772650153286,sta1,200,17.685
1772650153353,sta2,200,16.774
1772650153353,sta1,200,16.253
1772650153422,sta1,200,18.178
1772650153423,sta2,200,19.412
1772650153493,sta1,200,20.627
1772650153493,sta2,200,20.156
1772650153561,sta1,200,18.038
1772650153562,sta2,200,18.042
1772650153632,sta2,200,19.702
1772650153632,sta1,200,20.146
1772650153701,sta2,200,18.271
1772650153702,sta1,200,19.502
1772650153771,sta1,200,18.981
1772650153771,sta2,200,19.752
1772650153839,sta2,200,17.476
1772650153840,sta1,200,18.148
1772650153910,sta2,200,19.513
1772650153910,sta1,200,19.336
1772650153978,sta1,200,18.096
1772650153980,sta2,200,19.748
1772650154050,sta1,200,20.667
1772650154050,sta2,200,19.722
1772650154119,sta1,200,19.196
1772650154120,sta2,200,18.994
1772650154189,sta1,200,19.186
1772650154189,sta2,200,19.316
1772650154260,sta2,200,19.953
1772650154260,sta1,200,20.296
1772650154330,sta2,200,19.152
1772650154330,sta1,200,19.741
1772650154400,sta1,200,19.182
1772650154400,sta2,200,19.737
1772650154467,sta1,200,16.450
1772650154467,sta2,200,16.330
1772650154534,sta2,200,17.067
1772650154535,sta1,200,17.879
1772650154604,sta1,200,18.609
1772650154605,sta2,200,19.877
1772650154671,sta1,200,16.555
1772650154673,sta2,200,17.658
1772650154741,sta1,200,18.816
1772650154741,sta2,200,18.075
1772650154810,sta1,200,19.448
1772650154811,sta2,200,19.600
1772650154880,sta2,200,18.377
1772650154880,sta1,200,19.292
1772650154952,sta2,200,21.389
1772650154952,sta1,200,21.669
1772650155020,sta2,200,17.473
1772650155020,sta1,200,17.848
1772650155087,sta1,200,16.389
1772650155088,sta2,200,18.015
1772650155155,sta1,200,17.385
1772650155157,sta2,200,18.903
1772650155225,sta1,200,19.273
1772650155225,sta2,200,17.467
1772650155296,sta1,200,20.339
1772650155296,sta2,200,20.247
1772650155366,sta1,200,19.503
1772650155366,sta2,200,19.670
1772650155442,sta1,200,25.580
1772650155443,sta2,200,26.271
1772650155521,sta1,200,28.831
1772650155521,sta2,200,28.544
1772650155597,sta1,200,25.075
1772650155597,sta2,200,25.102
1772650155674,sta1,200,26.352
1772650155674,sta2,200,27.042
1772650155751,sta2,200,25.805
1772650155751,sta1,200,26.830
1772650155828,sta2,200,26.511
1772650155828,sta1,200,27.258
1772650155904,sta2,200,25.409
1772650155904,sta1,200,25.226
1772650155979,sta1,200,24.254
1772650155979,sta2,200,24.665
1772650156057,sta2,200,27.872
1772650156058,sta1,200,28.516
1772650156133,sta1,200,25.371
1772650156134,sta2,200,26.770
1772650156211,sta2,200,26.214
1772650156212,sta1,200,27.886
1772650156287,sta1,200,25.233
1772650156288,sta2,200,26.279
1772650156367,sta1,200,28.579
1772650156367,sta2,200,28.368
1772650156443,sta2,200,25.602
1772650156443,sta1,200,26.007
1772650156517,sta1,200,23.923
1772650156519,sta2,200,25.315
1772650156595,sta2,200,25.713
1772650156595,sta1,200,27.263
1772650156671,sta2,200,26.030
1772650156672,sta1,200,26.002
1772650156746,sta1,200,23.965
1772650156747,sta2,200,24.949
1772650156824,sta2,200,26.665
1772650156824,sta1,200,28.100
1772650156899,sta1,200,24.076
1772650156900,sta2,200,25.561
1772650156974,sta2,200,24.010
1772650156975,sta1,200,25.965
1772650157053,sta1,200,26.823
1772650157053,sta2,200,27.896
1772650157128,sta2,200,24.408
1772650157129,sta1,200,25.616
1772650157203,sta2,200,24.813
1772650157204,sta1,200,25.200
1772650157277,sta2,200,23.727
1772650157278,sta1,200,23.342
1772650157352,sta1,200,24.183
1772650157353,sta2,200,25.431
1772650157428,sta1,200,24.740
1772650157428,sta2,200,24.130
1772650157503,sta2,200,24.333
1772650157504,sta1,200,25.553
1772650157579,sta1,200,24.192
1772650157580,sta2,200,26.047
1772650157655,sta2,200,25.270
1772650157656,sta1,200,27.356
1772650157731,sta1,200,24.353
1772650157732,sta2,200,25.545
