ts_ms,sta,ap,rssi_dbm
1772648744996,sta1,ap1,-36
1772648745014,sta2,ap1,-36
1772648746019,sta1,ap1,-36
1772648746023,sta2,ap1,-36
1772648747028,sta1,ap1,-36
1772648747031,sta2,ap1,-36
1772648748044,sta1,ap1,-36
1772648748047,sta2,ap1,-36
1772648749052,sta1,ap1,-36
1772648749055,sta2,ap1,-36
1772648750059,sta1,ap1,-36
1772648750062,sta2,ap1,-36
1772648751066,sta1,ap1,-36
1772648751069,sta2,ap1,-36
1772648752081,sta1,ap1,-36
1772648752084,sta2,ap1,-36
1772648753089,sta1,ap1,-36
1772648753092,sta2,ap1,-36
1772648754096,sta1,ap1,-36
1772648754099,sta2,ap1,-36
1772648755102,sta1,ap1,-36
1772648755105,sta2,ap1,-36
1772648756109,sta1,ap1,-36
1772648756112,sta2,ap1,-36
1772648757116,sta1,ap1,-36
1772648757119,sta2,ap1,-36
1772648758123,sta1,ap1,-36
1772648758126,sta2,ap1,-36
1772648759131,sta1,ap1,-36
1772648759148,sta2,ap1,-36
1772648760151,sta1,ap1,-36
1772648760163,sta2,ap1,-36
1772648761174,sta1,ap1,-36
1772648761176,sta2,ap1,-36
1772648762181,sta1,ap1,-36
1772648762201,sta2,ap1,-36
1772648763205,sta1,ap1,-36
1772648763208,sta2,ap1,-36
1772648764212,sta1,ap1,-36
1772648764215,sta2,ap1,-36
1772648765232,sta1,ap1,-36
1772648765234,sta2,ap1,-36
1772648766240,sta1,ap1,-36
1772648766258,sta2,ap1,-36
1772648767262,sta1,ap1,-36
1772648767265,sta2,ap1,-36
1772648768270,sta1,ap1,-36
1772648768273,sta2,ap1,-36
1772648769277,sta1,ap1,-36
1772648769286,sta2,ap1,-36
1772648770292,sta1,ap1,-36
1772648770312,sta2,ap1,-36
1772648771318,sta1,ap1,-36
1772648771321,sta2,ap1,-36
1772648772324,sta1,ap1,-36
1772648772327,sta2,ap1,-36
