ts_ms,sta,ap,rssi_dbm
1772650426858,sta1,ap1,-36
1772650426876,sta2,ap1,-36
1772650427881,sta1,ap1,-36
1772650427884,sta2,ap1,-36
1772650428888,sta1,ap1,-36
1772650428902,sta2,ap1,-36
1772650429907,sta1,ap1,-36
1772650429925,sta2,ap1,-36
1772650430929,sta1,ap1,-36
1772650430947,sta2,ap1,-36
1772650431951,sta1,ap1,-36
1772650431954,sta2,ap1,-36
1772650432958,sta1,ap1,-36
1772650432971,sta2,ap1,-36
1772650433975,sta1,ap1,-36
1772650433979,sta2,ap1,-36
1772650434982,sta1,ap1,-36
1772650434996,sta2,ap1,-36
1772650436000,sta1,ap1,-36
1772650436003,sta2,ap1,-36
1772650437007,sta1,ap1,-36
1772650437016,sta2,ap1,-36
1772650438020,sta1,ap1,-36
1772650438022,sta2,ap1,-36
1772650439026,sta1,ap1,-36
1772650439049,sta2,ap1,-36
1772650440053,sta1,ap1,-36
1772650440056,sta2,ap1,-36
1772650441060,sta1,ap1,-36
1772650441085,sta2,ap1,-36
1772650442091,sta1,ap1,-36
1772650442095,sta2,ap1,-36
1772650443101,sta1,ap1,-36
1772650443104,sta2,ap1,-36
1772650444110,sta1,ap1,-36
1772650444114,sta2,ap1,-36
1772650445143,sta1,ap1,-36
1772650445146,sta2,ap1,-36
1772650446152,sta1,ap1,-36
1772650446156,sta2,ap1,-36
1772650447161,sta1,ap1,-36
1772650447164,sta2,ap1,-36
1772650448170,sta1,ap1,-36
1772650448173,sta2,ap1,-36
1772650449179,sta1,ap1,-36
1772650449183,sta2,ap1,-36
1772650450212,sta1,ap1,-36
1772650450215,sta2,ap1,-36
1772650451222,sta1,ap1,-36
1772650451225,sta2,ap1,-36
1772650452231,sta1,ap1,-36
1772650452234,sta2,ap1,-36
1772650453241,sta1,ap1,-36
1772650453244,sta2,ap1,-36
