ts_ms,sta,status_code,latency_ms
1772842090287,sta1,0,3002.254
1772842090287,sta2,0,3002.585
1772842093301,sta2,0,54.863
1772842093300,sta1,0,48.449
1772842093368,sta1,0,3002.255
1772842093367,sta2,0,3001.753
1772842096387,sta2,0,41.994
1772842096381,sta1,0,45.060
1772842096439,sta2,0,3002.432
1772842096439,sta1,0,3001.945
1772842099452,sta2,0,48.150
1772842099452,sta1,0,47.875
1772842099512,sta1,0,3002.783
1772842099511,sta2,0,3002.632
1772842102527,sta2,0,44.692
1772842102527,sta1,0,39.717
1772842102583,sta1,0,3002.428
1772842102583,sta2,0,3002.552
1772842105597,sta1,0,43.747
1772842105597,sta2,0,44.062
1772842105654,sta1,0,3002.760
1772842105654,sta2,0,3002.306
1772842108672,sta2,0,44.394
1772842108668,sta1,0,46.347
1772842108727,sta2,0,3002.759
1772842108727,sta1,0,3002.570
1772842111741,sta2,0,47.062
1772842111741,sta1,0,46.596
1772842111799,sta2,0,3002.806
1772842111800,sta1,0,3002.633
1772842114813,sta2,0,45.834
1772842114814,sta1,0,46.207
1772842114871,sta2,0,3002.642
1772842114871,sta1,0,3002.323
1772842117885,sta1,0,47.029
1772842117885,sta2,0,46.138
1772842117943,sta1,0,3002.816
1772842117943,sta2,0,3002.465
1772842120958,sta2,0,45.263
1772842120958,sta1,0,47.542
1772842121015,sta1,0,3002.832
1772842121014,sta2,0,3002.990
1772842124031,sta2,0,43.444
1772842124030,sta1,0,43.875
1772842124088,sta1,0,3002.726
1772842124088,sta2,0,3002.503
1772842127102,sta2,0,46.555
1772842127101,sta1,0,46.588
1772842127160,sta1,0,3002.547
1772842127159,sta2,0,3001.317
1772842130174,sta2,0,46.276
1772842130174,sta1,0,44.780
1772842130231,sta1,0,3002.762
1772842130231,sta2,0,3002.637
1772842133245,sta1,0,39.627
1772842133246,sta2,0,46.076
1772842133303,sta1,0,3002.448
1772842133304,sta2,0,3002.431
1772842136318,sta2,0,44.475
1772842136317,sta1,0,44.924
1772842136375,sta1,0,3002.727
1772842136375,sta2,0,3002.684
1772842139395,sta2,0,41.349
1772842139390,sta1,0,44.594
1772842139448,sta1,0,3002.782
1772842139447,sta2,0,3002.865
1772842142463,sta2,0,45.052
1772842142463,sta1,0,44.012
1772842142519,sta1,0,3002.705
1772842142519,sta2,0,3002.249
1772842145533,sta2,0,49.992
1772842145532,sta1,0,47.445
1772842145590,sta2,0,3002.903
1772842145590,sta1,0,3002.284
1772842148606,sta2,0,45.068
1772842148608,sta1,0,42.948
1772842148664,sta2,0,3002.777
1772842148664,sta1,0,3001.525
1772842151678,sta2,0,45.597
1772842151678,sta1,0,46.220
1772842151735,sta2,0,3002.754
1772842151735,sta1,0,3002.815
1772842154751,sta1,0,45.764
1772842154750,sta2,0,44.500
1772842154807,sta1,0,3002.262
1772842154807,sta2,0,3001.858
1772842157825,sta2,0,43.731
1772842157822,sta1,0,44.974
1772842157880,sta2,0,3002.835
1772842157880,sta1,0,3002.455
1772842160896,sta2,0,44.962
1772842160901,sta1,0,41.047
1772842160952,sta1,0,3001.769
1772842160952,sta2,0,3002.750
1772842163968,sta2,0,43.884
1772842163967,sta1,0,43.611
1772842164023,sta1,0,3002.388
1772842164023,sta2,0,3002.480
1772842167035,sta1,0,45.134
1772842167040,sta2,0,45.263
1772842167094,sta1,0,3002.873
1772842167094,sta2,0,3002.298
1772842170110,sta2,0,47.088
1772842170106,sta1,0,49.125
1772842170167,sta2,0,3002.643
1772842170167,sta1,0,3002.635
1772842173180,sta2,0,46.304
1772842173181,sta1,0,41.189
1772842173239,sta1,0,3002.329
1772842173239,sta2,0,3002.598
1772842176257,sta2,0,45.535
1772842176254,sta1,0,45.567
1772842176312,sta2,0,3002.488
1772842176312,sta1,0,3002.585
1772842179332,sta1,0,42.351
1772842179326,sta2,0,47.271
1772842179383,sta1,0,3002.903
1772842179383,sta2,0,3002.902
1772842182400,sta2,0,43.664
1772842182399,sta1,0,44.629
1772842182455,sta1,0,3002.280
1772842182454,sta2,0,3002.354
1772842185470,sta2,0,37.847
1772842185470,sta1,0,43.110
1772842185528,sta1,0,3002.770
1772842185528,sta2,0,3002.802
1772842188543,sta2,0,43.890
1772842188543,sta1,0,44.468
1772842188600,sta1,0,3002.828
1772842188599,sta2,0,3002.749
1772842191615,sta2,0,46.632
1772842191615,sta1,0,45.891
1772842191671,sta1,0,3003.033
1772842191671,sta2,0,3003.033
1772842194686,sta1,0,49.096
1772842194686,sta2,0,47.146
1772842194742,sta2,0,3002.233
1772842194742,sta1,0,3001.701
1772842197755,sta2,0,48.898
1772842197759,sta1,0,46.004
1772842197816,sta1,0,3002.836
1772842197815,sta2,0,3002.339
1772842200834,sta2,0,43.420
1772842200830,sta1,0,45.540
1772842200887,sta2,0,3002.803
1772842200888,sta1,0,3002.480
1772842203903,sta2,0,42.556
1772842203904,sta1,0,42.530
1772842203959,sta2,0,3002.766
1772842203959,sta1,0,3002.609
1772842206975,sta2,0,44.498
1772842206978,sta1,0,42.145
1772842207031,sta2,0,3002.784
1772842207032,sta1,0,3002.794
1772842210047,sta2,0,44.796
1772842210048,sta1,0,43.523
1772842210104,sta1,0,3003.107
1772842210103,sta2,0,3002.289
