ts_ms,sta,ap,rssi_dbm
1772842083285,sta1,,
1772842083285,sta2,,
1772842084299,sta1,,
1772842084299,sta2,,
1772842085313,sta1,,
1772842085313,sta2,,
1772842086325,sta1,,
1772842086325,sta2,,
1772842087341,sta1,,
1772842087341,sta2,,
1772842088356,sta1,,-36.0
1772842088356,sta2,,-36.0
1772842089372,sta1,,-36.0
1772842089372,sta2,,-36.0
1772842090389,sta1,,-36.0
1772842090389,sta2,,-36.0
1772842094375,sta1,,-36.0
1772842094375,sta2,,-36.0
1772842106660,sta1,,-36.0
1772842106660,sta2,,-36.0
1772842137382,sta1,,-36.0
1772842137382,sta2,,-36.0
1772842155814,sta1,,-36.0
1772842155814,sta2,,-36.0
1772842165030,sta1,,-36.0
1772842165030,sta2,,-36.0
1772842168099,sta1,,-36.0
1772842168099,sta2,,-36.0
1772842174245,sta1,,-36.0
1772842174245,sta2,,-36.0
1772842186478,sta1,,-36.0
1772842186478,sta2,,-36.0
1772842198823,sta1,,-36.0
1772842198823,sta2,,-36.0
1772842211111,sta1,,-36.0
1772842211111,sta2,,-36.0
1772842217254,sta1,,-36.0
1772842217254,sta2,,-36.0
1772842226413,sta1,,-36.0
1772842226413,sta2,,-36.0
1772842235629,sta1,,-36.0
1772842235629,sta2,,-36.0
1772842244842,sta1,,-36.0
1772842244842,sta2,,-36.0
1772842257191,sta1,,-36.0
1772842257191,sta2,,-36.0
1772842269477,sta1,,-36.0
1772842269477,sta2,,-36.0
1772842275624,sta1,,-36.0
1772842275624,sta2,,-36.0
1772842281766,sta1,,-36.0
1772842281766,sta2,,-36.0
1772842297067,sta1,,-36.0
1772842297067,sta2,,-36.0
1772842321644,sta1,,-36.0
1772842321644,sta2,,-36.0
1772842330859,sta1,,-36.0
1772842330859,sta2,,-36.0
1772842333990,sta1,,-36.0
1772842333990,sta2,,-36.0
1772842337062,sta1,,-36.0
1772842337062,sta2,,-36.0
1772842340134,sta1,,-36.0
1772842340134,sta2,,-36.0
1772842349351,sta1,,-36.0
1772842349351,sta2,,-36.0
1772842355492,sta1,,-36.0
1772842355492,sta2,,-36.0
1772842364712,sta1,,-36.0
1772842364712,sta2,,-36.0
1772842373870,sta1,,-36.0
1772842373870,sta2,,-36.0
1772842380070,sta1,,-36.0
1772842380070,sta2,,-36.0
1772842392297,sta1,,-36.0
1772842392297,sta2,,-36.0
1772842404646,sta1,,-36.0
1772842404646,sta2,,-36.0
1772842419949,sta1,,-36.0
1772842419949,sta2,,-36.0
1772842429222,sta1,,-36.0
1772842429222,sta2,,-36.0
1772842441449,sta1,,-36.0
1772842441449,sta2,,-36.0
1772842450726,sta1,,-36.0
1772842450726,sta2,,-36.0
1772842456871,sta1,,-36.0
1772842456871,sta2,,-36.0
1772842463015,sta1,,-36.0
1772842463015,sta2,,-36.0
1772842478374,sta1,,-36.0
1772842478374,sta2,,-36.0
1772842493734,sta1,,-36.0
1772842493734,sta2,,-36.0
1772842509034,sta1,,-36.0
1772842509034,sta2,,-36.0
1772842518311,sta1,,-36.0
1772842518311,sta2,,-36.0
1772842527527,sta1,,-36.0
1772842527527,sta2,,-36.0
1772842536744,sta1,,-36.0
1772842536744,sta2,,-36.0
1772842542886,sta1,,-36.0
1772842542886,sta2,,-36.0
1772842552103,sta1,,-36.0
1772842552103,sta2,,-36.0
1772842558248,sta1,,-36.0
1772842558248,sta2,,-36.0
1772842567404,sta1,,-36.0
1772842567404,sta2,,-36.0
1772842573550,sta1,,-36.0
1772842573550,sta2,,-36.0
1772842585892,sta1,,-36.0
1772842585892,sta2,,-36.0
1772842601194,sta1,,-36.0
1772842601194,sta2,,-36.0
1772842610412,sta1,,-36.0
1772842610412,sta2,,-36.0
1772842622702,sta1,,-36.0
1772842622702,sta2,,-36.0
1772842628906,sta1,,-36.0
1772842628906,sta2,,-36.0
1772842638119,sta1,,-36.0
1772842638119,sta2,,-36.0
