ts_ms,sta,status_code,latency_ms,ap,rssi_dbm
1772647906791,sta2,200,15.687,ap1,-36.0
1772647906796,sta1,200,20.383,ap1,-36.0
1772647906862,sta2,200,20.024,ap1,-36.0
1772647906863,sta1,200,16.478,ap1,-36.0
1772647906930,sta1,200,17.135,ap1,-36.0
1772647906931,sta2,200,19.009,ap1,-36.0
1772647907000,sta1,200,18.838,ap1,-36.0
1772647907000,sta2,200,18.419,ap1,-36.0
1772647907069,sta2,200,17.968,ap1,-36.0
1772647907069,sta1,200,18.677,ap1,-36.0
1772647907137,sta2,200,17.244,ap1,-36.0
1772647907137,sta1,200,17.697,ap1,-36.0
1772647907205,sta2,200,17.91,ap1,-36.0
1772647907205,sta1,200,17.647,ap1,-36.0
1772647907273,sta1,200,17.407,ap1,-36.0
1772647907274,sta2,200,18.422,ap1,-36.0
1772647907343,sta2,200,18.684,ap1,-36.0
1772647907343,sta1,200,19.44,ap1,-36.0
1772647907413,sta2,200,19.919,ap1,-36.0
1772647907414,sta1,200,19.978,ap1,-36.0
1772647907484,sta2,200,20.197,ap1,-36.0
1772647907485,sta1,200,20.025,ap1,-36.0
1772647907555,sta2,200,20.546,ap1,-36.0
1772647907556,sta1,200,20.584,ap1,-36.0
1772647907624,sta1,200,17.962,ap1,-36.0
1772647907624,sta2,200,18.745,ap1,-36.0
1772647907693,sta2,200,18.277,ap1,-36.0
1772647907694,sta1,200,19.374,ap1,-36.0
1772647907764,sta2,200,20.061,ap1,-36.0
1772647907764,sta1,200,19.492,ap1,-36.0
1772647907833,sta1,200,18.48,ap1,-36.0
1772647907833,sta2,200,18.888,ap1,-36.0
1772647907901,sta1,200,17.42,ap1,-36.0
1772647907902,sta2,200,18.008,ap1,-36.0
1772647907970,sta2,200,18.439,ap1,-36.0
1772647907971,sta1,200,19.517,ap1,-36.0
1772647908041,sta1,200,19.782,,
1772647908041,sta2,200,20.152,,
1772647908112,sta1,200,20.803,,
1772647908112,sta2,200,20.972,,
