ts_ms,sta,status_code,latency_ms
1772647906791,sta2,200,15.687
1772647906796,sta1,200,20.383
1772647906862,sta2,200,20.024
1772647906863,sta1,200,16.478
1772647906930,sta1,200,17.135
1772647906931,sta2,200,19.009
1772647907000,sta1,200,18.838
1772647907000,sta2,200,18.419
1772647907069,sta2,200,17.968
1772647907069,sta1,200,18.677
1772647907137,sta2,200,17.244
1772647907137,sta1,200,17.697
1772647907205,sta2,200,17.910
1772647907205,sta1,200,17.647
1772647907273,sta1,200,17.407
1772647907274,sta2,200,18.422
1772647907343,sta2,200,18.684
1772647907343,sta1,200,19.440
1772647907413,sta2,200,19.919
1772647907414,sta1,200,19.978
1772647907484,sta2,200,20.197
1772647907485,sta1,200,20.025
1772647907555,sta2,200,20.546
1772647907556,sta1,200,20.584
1772647907624,sta1,200,17.962
1772647907624,sta2,200,18.745
1772647907693,sta2,200,18.277
1772647907694,sta1,200,19.374
1772647907764,sta2,200,20.061
1772647907764,sta1,200,19.492
1772647907833,sta1,200,18.480
1772647907833,sta2,200,18.888
1772647907901,sta1,200,17.420
1772647907902,sta2,200,18.008
1772647907970,sta2,200,18.439
1772647907971,sta1,200,19.517
1772647908041,sta1,200,19.782
1772647908041,sta2,200,20.152
1772647908112,sta1,200,20.803
1772647908112,sta2,200,20.972
