ts_ms,sta,ap,rssi_dbm
1772820205124,sta1,ssid-ap1,
1772820205124,sta2,ssid-ap1,
1772820205635,sta1,ssid-ap1,
1772820205635,sta2,ssid-ap1,
1772820206151,sta1,ssid-ap1,
1772820206151,sta2,ssid-ap1,
1772820206669,sta1,ssid-ap1,
1772820206669,sta2,ssid-ap1,
1772820207179,sta1,ssid-ap1,
1772820207179,sta2,ssid-ap1,
1772820207694,sta1,ssid-ap1,
1772820207694,sta2,ssid-ap1,
1772820208212,sta1,ssid-ap1,
1772820208212,sta2,ssid-ap1,
1772820208722,sta1,ssid-ap1,
1772820208722,sta2,ssid-ap1,
1772820209231,sta1,ssid-ap1,
1772820209231,sta2,ssid-ap1,
1772820209740,sta1,ssid-ap1,
1772820209740,sta2,ssid-ap1,
