ts_ms,sta,status_code,latency_ms
1772847457054,sta2,0,3002.258
1772847457054,sta1,0,3002.319
1772847460066,sta1,0,85.006
1772847460066,sta2,0,85.006
1772847460158,sta2,0,3002.687
1772847460158,sta1,0,3002.687
1772847463167,sta2,0,56.280
1772847463167,sta1,0,55.216
1772847463231,sta1,0,3001.528
1772847463231,sta2,0,3002.064
1772847466247,sta2,0,46.195
1772847466244,sta1,0,45.664
1772847466303,sta1,0,3002.931
1772847466303,sta2,0,3002.931
1772847469318,sta2,0,43.468
1772847469318,sta1,0,43.337
1772847469376,sta1,0,3002.891
1772847469376,sta2,0,3002.454
1772847472389,sta1,0,47.260
1772847472391,sta2,0,47.152
1772847472447,sta1,0,3001.873
1772847472447,sta2,0,3002.245
1772847475460,sta2,0,51.939
1772847475458,sta1,0,53.083
1772847475518,sta2,0,3002.760
1772847475518,sta1,0,3002.789
1772847478529,sta1,0,50.278
1772847478528,sta2,0,49.106
1772847478591,sta2,0,3002.265
1772847478591,sta1,0,3002.648
1772847481602,sta2,0,51.901
1772847481603,sta1,0,46.344
1772847481664,sta1,0,3003.010
1772847481663,sta2,0,3002.674
1772847484676,sta2,0,47.777
1772847484675,sta1,0,50.164
1772847484734,sta1,0,3001.986
1772847484734,sta2,0,3002.638
1772847487743,sta2,0,53.243
1772847487743,sta1,0,51.748
1772847487806,sta1,0,3001.752
1772847487806,sta2,0,3001.719
1772847490815,sta1,0,55.650
1772847490816,sta2,0,55.673
1772847490879,sta1,0,3002.540
1772847490879,sta2,0,3003.150
1772847493893,sta2,0,47.650
1772847493892,sta1,0,48.054
1772847493951,sta1,0,3002.864
1772847493951,sta2,0,3001.614
1772847496963,sta1,0,51.577
1772847496963,sta2,0,52.753
1772847497023,sta1,0,3002.923
1772847497024,sta2,0,3002.764
1772847500037,sta2,0,47.966
1772847500037,sta1,0,47.966
1772847500096,sta1,0,3002.460
1772847500095,sta2,0,3001.715
1772847503107,sta1,0,52.027
1772847503109,sta2,0,49.623
1772847503167,sta2,0,3002.566
1772847503167,sta1,0,3002.435
1772847506181,sta2,0,49.002
1772847506181,sta1,0,48.637
1772847506239,sta1,0,3002.549
1772847506239,sta2,0,3002.813
1772847509252,sta1,0,49.960
1772847509253,sta2,0,48.714
1772847509311,sta1,0,3002.765
1772847509312,sta2,0,3002.638
1772847512324,sta1,0,47.499
1772847512324,sta2,0,49.497
1772847512382,sta1,0,3002.689
1772847512383,sta2,0,3002.723
1772847515395,sta2,0,47.438
1772847515393,sta1,0,51.610
1772847515455,sta1,0,3002.785
1772847515455,sta2,0,3002.674
1772847518468,sta2,0,49.300
1772847518468,sta1,0,47.256
1772847518527,sta1,0,3002.784
1772847518527,sta2,0,3002.935
1772847521542,sta2,0,43.742
1772847521542,sta1,0,46.440
1772847521599,sta1,0,3002.792
1772847521599,sta2,0,3002.822
1772847524614,sta2,0,47.458
1772847524612,sta1,0,46.709
1772847524671,sta1,0,3002.682
1772847524671,sta2,0,3002.720
1772847527683,sta1,0,48.238
1772847527683,sta2,0,47.151
1772847527743,sta2,0,3002.796
1772847527743,sta1,0,3002.444
1772847530755,sta1,0,50.607
1772847530755,sta2,0,50.495
1772847530815,sta2,0,3002.772
1772847530815,sta1,0,3002.608
1772847533828,sta2,0,47.991
1772847533828,sta1,0,49.079
1772847533888,sta1,0,3002.498
1772847533888,sta2,0,3002.667
1772847536900,sta2,0,50.185
1772847536899,sta1,0,47.892
1772847536959,sta1,0,3002.675
1772847536959,sta2,0,3002.722
1772847539974,sta2,0,50.282
1772847539973,sta1,0,49.138
1772847540032,sta1,0,3002.707
1772847540031,sta2,0,3002.645
1772847543048,sta2,0,46.435
1772847543045,sta1,0,46.139
1772847543103,sta1,0,3002.566
1772847543103,sta2,0,3002.536
1772847546116,sta2,0,53.997
1772847546115,sta1,0,53.261
1772847546175,sta2,0,3002.195
1772847546176,sta1,0,3002.741
1772847549188,sta2,0,49.583
1772847549188,sta1,0,45.627
1772847549248,sta1,0,3002.782
1772847549248,sta2,0,3002.780
1772847552262,sta2,0,43.379
1772847552261,sta1,0,45.498
1772847552319,sta1,0,3003.008
1772847552319,sta2,0,3003.008
1772847555335,sta2,0,43.933
1772847555335,sta1,0,40.847
1772847555391,sta1,0,3002.687
1772847555391,sta2,0,3002.382
1772847558403,sta1,0,50.407
1772847558405,sta2,0,50.979
1772847558463,sta2,0,3002.691
1772847558463,sta1,0,3001.805
1772847561475,sta2,0,48.322
1772847561476,sta1,0,49.111
1772847561535,sta2,0,3002.793
1772847561535,sta1,0,3002.651
1772847564548,sta2,0,48.954
1772847564549,sta1,0,46.481
1772847564607,sta1,0,3002.406
1772847564607,sta2,0,3002.386
1772847567619,sta1,0,48.313
1772847567622,sta2,0,48.243
1772847567680,sta1,0,3002.718
1772847567680,sta2,0,3002.783
1772847570692,sta1,0,49.463
1772847570692,sta2,0,45.337
1772847570752,sta2,0,3002.784
1772847570752,sta1,0,3002.753
1772847573769,sta1,0,44.246
1772847573769,sta2,0,43.279
1772847573823,sta2,0,3002.082
1772847573823,sta1,0,3002.441
1772847576839,sta1,0,46.335
1772847576837,sta2,0,45.191
1772847576895,sta1,0,3003.177
1772847576895,sta2,0,3002.917
1772847579907,sta1,0,51.744
1772847579908,sta2,0,50.202
1772847579968,sta1,0,3002.827
1772847579968,sta2,0,3002.788
1772847582983,sta2,0,46.537
1772847582981,sta1,0,44.905
1772847583039,sta2,0,3002.732
1772847583040,sta1,0,3002.849
1772847586053,sta2,0,48.952
1772847586053,sta1,0,47.817
1772847586112,sta1,0,3002.353
1772847586112,sta2,0,3002.272
1772847589128,sta2,0,45.369
1772847589127,sta1,0,42.934
1772847589183,sta1,0,3002.786
1772847589183,sta2,0,3002.335
1772847592200,sta2,0,47.019
1772847592199,sta1,0,47.095
1772847592256,sta1,0,3003.178
1772847592256,sta2,0,3002.696
1772847595269,sta1,0,48.269
1772847595269,sta2,0,48.560
1772847595327,sta2,0,3001.849
